program,target_header,stage_name,data_element_name,source_value,dhis2_value,transform,notes,org_unit,source_concept_name,source_concept_uuid
Neonatal Care Form,Discharge care form :: Final Discharge Diagnosis/Cause of Death,Discharge care form,Final Discharge Diagnosis/Cause of Death,Congenital Malformations,Congenital Malformations,,,,Final Discharge Diagnosis/Cause of Death,bb6b928f-286e-4fdf-94c1-5fdaf92275d6
Neonatal Care Form,Discharge care form :: Final Discharge Diagnosis/Cause of Death,Discharge care form,Final Discharge Diagnosis/Cause of Death,Prematurity,Prematurity,,,,Final Discharge Diagnosis/Cause of Death,bb6b928f-286e-4fdf-94c1-5fdaf92275d6
Neonatal Care Form,Discharge care form :: Final Discharge Diagnosis/Cause of Death,Discharge care form,Final Discharge Diagnosis/Cause of Death,Infection,Infection,,,,Final Discharge Diagnosis/Cause of Death,bb6b928f-286e-4fdf-94c1-5fdaf92275d6
Neonatal Care Form,Discharge care form :: Final Discharge Diagnosis/Cause of Death,Discharge care form,Final Discharge Diagnosis/Cause of Death,Intrapartum-related,Intrapartum-related,,,,Final Discharge Diagnosis/Cause of Death,bb6b928f-286e-4fdf-94c1-5fdaf92275d6
Neonatal Care Form,Discharge care form :: Final Discharge Diagnosis/Cause of Death,Discharge care form,Final Discharge Diagnosis/Cause of Death,Jaundice (Pathological),Jaundice (Pathological),,,,Final Discharge Diagnosis/Cause of Death,bb6b928f-286e-4fdf-94c1-5fdaf92275d6
Neonatal Care Form,Discharge care form :: Final Discharge Diagnosis/Cause of Death,Discharge care form,Final Discharge Diagnosis/Cause of Death,Other (None of Above),Other (None of Above),,,,Final Discharge Diagnosis/Cause of Death,bb6b928f-286e-4fdf-94c1-5fdaf92275d6
Neonatal Care Form,Discharge care form :: Final Discharge Diagnosis/Cause of Death,Discharge care form,Final Discharge Diagnosis/Cause of Death,Primary Cause/Final Diagnosis Not Recorded (No Details To Enable Death Certification),Primary Cause/Final Diagnosis Not Recorded (No Details To Enable Death Certification),,,,Final Discharge Diagnosis/Cause of Death,bb6b928f-286e-4fdf-94c1-5fdaf92275d6
Neonatal Care Form,Discharge care form :: Final Discharge Diagnosis/Cause of Death,Discharge care form,Final Discharge Diagnosis/Cause of Death,Not read,Not Readable,,,,Final Discharge Diagnosis/Cause of Death,bb6b928f-286e-4fdf-94c1-5fdaf92275d6
Neonatal Care Form,Discharge care form :: Newborn status at discharge n,Discharge care form,Newborn status at discharge n,Dead,Dead,,,,Newborn status at discharge,1b7f8c5d-2842-4516-8b1b-1f5bb2add733
Neonatal Care Form,Discharge care form :: Newborn status at discharge n,Discharge care form,Newborn status at discharge n,Alive,Alive,,,,Newborn status at discharge,1b7f8c5d-2842-4516-8b1b-1f5bb2add733
Neonatal Care Form,Discharge care form :: Sub-Categories of Congenital Malformations n,Discharge care form,Sub-Categories of Congenital Malformations n,Congenital Heart Defects,Congenital Heart Defects,,,,Sub-Categories of Congenital Malformations,1203b5e9-96dd-41f8-929f-ea578ffcc896
Neonatal Care Form,Discharge care form :: Sub-Categories of Congenital Malformations n,Discharge care form,Sub-Categories of Congenital Malformations n,Chromosomal Disorders,Chromosomal Disorders,,,,Sub-Categories of Congenital Malformations,1203b5e9-96dd-41f8-929f-ea578ffcc896
Neonatal Care Form,Discharge care form :: Sub-Categories of Congenital Malformations n,Discharge care form,Sub-Categories of Congenital Malformations n,Abdominal Defects,Abdominal Defects,,,,Sub-Categories of Congenital Malformations,1203b5e9-96dd-41f8-929f-ea578ffcc896
Neonatal Care Form,Discharge care form :: Sub-Categories of Congenital Malformations n,Discharge care form,Sub-Categories of Congenital Malformations n,Neural Tube Defects,Neural Tube Defects,,,,Sub-Categories of Congenital Malformations,1203b5e9-96dd-41f8-929f-ea578ffcc896
Neonatal Care Form,Discharge care form :: Sub-Categories of Congenital Malformations n,Discharge care form,Sub-Categories of Congenital Malformations n,Orofacial Cleft,Orofacial Cleft,,,,Sub-Categories of Congenital Malformations,1203b5e9-96dd-41f8-929f-ea578ffcc896
Neonatal Care Form,Discharge care form :: Sub-Categories of Congenital Malformations n,Discharge care form,Sub-Categories of Congenital Malformations n,Talipes/Club Foot,Talipes/Club Foot,,,,Sub-Categories of Congenital Malformations,1203b5e9-96dd-41f8-929f-ea578ffcc896
Neonatal Care Form,Discharge care form :: Sub-Categories of Congenital Malformations n,Discharge care form,Sub-Categories of Congenital Malformations n,Other Congential,Other Congential,,,,Sub-Categories of Congenital Malformations,1203b5e9-96dd-41f8-929f-ea578ffcc896
Neonatal Care Form,Discharge care form :: Sub-Categories of Congenital Malformations n,Discharge care form,Sub-Categories of Congenital Malformations n,Congenital Cause But Not Able to Specify,Congenital Cause But Not Able to Specify,,,,Sub-Categories of Congenital Malformations,1203b5e9-96dd-41f8-929f-ea578ffcc896
Neonatal Care Form,Discharge care form :: Sub-Categories of Infection n,Discharge care form,Sub-Categories of Infection n,Probable Sepsis,Probable Sepsis,,,,Sub-Categories of Infection n,d0a1e3cf-335a-4f1b-ab4e-3a3d014998a3
Neonatal Care Form,Discharge care form :: Sub-Categories of Infection n,Discharge care form,Sub-Categories of Infection n,Culture-Positive Sepsis,Culture-Positive Sepsis,,,,Sub-Categories of Infection n,d0a1e3cf-335a-4f1b-ab4e-3a3d014998a3
Neonatal Care Form,Discharge care form :: Sub-Categories of Infection n,Discharge care form,Sub-Categories of Infection n,Probable Meningitis,Probable Meningitis,,,,Sub-Categories of Infection n,d0a1e3cf-335a-4f1b-ab4e-3a3d014998a3
