program,target_header,stage_name,data_element_name,source_value,dhis2_value,transform,notes,org_unit,source_concept_name,source_concept_uuid
Maternal Inpatient Data,Instrumental Delivery form :: Forceps type used ID,Instrumental Delivery form,Forceps type used ID,Outlet forceps,Outlet forceps,,,,Forceps type used,5427a58f-1b54-4008-991c-5ad837c09e05
Maternal Inpatient Data,Instrumental Delivery form :: Instrument used ID,Instrumental Delivery form,Instrument used ID,Forceps,Forceps,,,,Instrument used?,b298717e-57c1-4870-a935-1b8f6ef5ac86
Maternal Inpatient Data,Instrumental Delivery form :: Instrument used ID,Instrumental Delivery form,Instrument used ID,Vacuum,Vacuum,,,,Instrument used?,b298717e-57c1-4870-a935-1b8f6ef5ac86
Maternal Inpatient Data,Instrumental Delivery form :: Molding ID,Instrumental Delivery form,Molding ID,Mild,Mild,,,,Molding?,8218df7e-36c1-4e32-918a-0d0da5ba6efc
Maternal Inpatient Data,Instrumental Delivery form :: Molding ID,Instrumental Delivery form,Molding ID,Moderate,Moderate,,,,Molding?,8218df7e-36c1-4e32-918a-0d0da5ba6efc
Maternal Inpatient Data,Instrumental Delivery form :: Molding ID,Instrumental Delivery form,Molding ID,Severe,Severe,,,,Molding?,8218df7e-36c1-4e32-918a-0d0da5ba6efc
Maternal Inpatient Data,Instrumental Delivery form :: Vacuum type used ID,Instrumental Delivery form,Vacuum type used ID,Mid,Mid,,,,Vacuum type used,2f754776-5bd3-417c-b244-3a04fe83284b
Maternal Inpatient Data,Instrumental Delivery form :: Vacuum type used ID,Instrumental Delivery form,Vacuum type used ID,Low,Low,,,,Vacuum type used,2f754776-5bd3-417c-b244-3a04fe83284b
Maternal Inpatient Data,Instrumental Delivery form :: Vacuum type used ID,Instrumental Delivery form,Vacuum type used ID,Outlet,Outlet,,,,Vacuum type used,2f754776-5bd3-417c-b244-3a04fe83284b
Maternal Inpatient Data,Labour Management :: Fetal distress,Labour Management,Fetal distress,Tachycardia,Tachycardia,,,,Feta distress type,d633797f-76df-4c58-a307-2b86c960ec17
Maternal Inpatient Data,Labour Management :: Fetal distress,Labour Management,Fetal distress,Bradycardia,Bradycardia,,,,Feta distress type,d633797f-76df-4c58-a307-2b86c960ec17
Maternal Inpatient Data,Labour Management :: Fetal distress,Labour Management,Fetal distress,Thick meconium in early labor,Thick meconium in early labor,,,,Feta distress type,d633797f-76df-4c58-a307-2b86c960ec17
Maternal Inpatient Data,Labour Management :: Fetal distress,Labour Management,Fetal distress,Cord Prolapse/Presentation,Cord Prolapse/Presentation,,,,Feta distress type,d633797f-76df-4c58-a307-2b86c960ec17
Maternal Inpatient Data,Labour Management :: Mode of delivery,Labour Management,Mode of delivery,SVD,SVD,,,,Mode of delivery,a13314b9-3048-450f-a783-1e1d8d02f87b
Maternal Inpatient Data,Labour Management :: Mode of delivery,Labour Management,Mode of delivery,Operative vaginal delivery,Operative vaginal delivery,,,,Mode of delivery,a13314b9-3048-450f-a783-1e1d8d02f87b
Maternal Inpatient Data,Labour Management :: Mode of delivery,Labour Management,Mode of delivery,Cesarean delivery Emergency,Cesarean delivery Emergency,,,,Mode of delivery,a13314b9-3048-450f-a783-1e1d8d02f87b
Maternal Inpatient Data,Labour Management :: Mode of delivery,Labour Management,Mode of delivery,Cesarean delivery Elective,Cesarean delivery Elective,,,,Mode of delivery,a13314b9-3048-450f-a783-1e1d8d02f87b
Maternal Inpatient Data,Latent Phase followup :: Colour of Liquor LPF,Latent Phase followup,Colour of Liquor LPF,Clear,Clear,,,,Colour of Liquor,e1c76c07-c885-4f22-892e-3ad13a5cd169
Maternal Inpatient Data,Latent Phase followup :: Colour of Liquor LPF,Latent Phase followup,Colour of Liquor LPF,Meconium-stained,Meconium-stained,,,,Colour of Liquor,e1c76c07-c885-4f22-892e-3ad13a5cd169
Maternal Inpatient Data,Latent Phase followup :: Colour of Liquor LPF,Latent Phase followup,Colour of Liquor LPF,Blood-stained,Blood-stained,,,,Colour of Liquor,e1c76c07-c885-4f22-892e-3ad13a5cd169
Maternal Inpatient Data,Latent Phase followup :: Colour of Liquor LPF,Latent Phase followup,Colour of Liquor LPF,Foul-smelling,Foul-smelling,,,,Colour of Liquor,e1c76c07-c885-4f22-892e-3ad13a5cd169
Maternal Inpatient Data,Maternal History :: Co-existing Medical Complications,Maternal History,Co-existing Medical Complications,Chronic Hypertension,Chronic Hypertension,,,,Co-existing Medical Complications,0f304abb-f0fd-4309-9f17-825440bb3fd2
Maternal Inpatient Data,Maternal History :: Co-existing Medical Complications,Maternal History,Co-existing Medical Complications,Overt DM,Overt DM,,,,Co-existing Medical Complications,0f304abb-f0fd-4309-9f17-825440bb3fd2
Maternal Inpatient Data,Maternal History :: Co-existing Medical Complications,Maternal History,Co-existing Medical Complications,Cardiac disorders,Cardiac disorders,,,,Co-existing Medical Complications,0f304abb-f0fd-4309-9f17-825440bb3fd2
Maternal Inpatient Data,Maternal History :: Co-existing Medical Complications,Maternal History,Co-existing Medical Complications,Asthma (Mother),Asthma,,,,Co-existing Medical Complications,0f304abb-f0fd-4309-9f17-825440bb3fd2
Maternal Inpatient Data,Maternal History :: Co-existing Medical Complications,Maternal History,Co-existing Medical Complications,Tuberculosis,Tuberculosis,,,,Co-existing Medical Complications,0f304abb-f0fd-4309-9f17-825440bb3fd2
Maternal Inpatient Data,Maternal History :: Co-existing Medical Complications,Maternal History,Co-existing Medical Complications,Chronic Liver Disease,Chronic Liver Disease,,,,Co-existing Medical Complications,0f304abb-f0fd-4309-9f17-825440bb3fd2
Maternal Inpatient Data,Maternal History :: Co-existing Medical Complications,Maternal History,Co-existing Medical Complications,Chronic Kidney Disease,Chronic Kidney Disease,,,,Co-existing Medical Complications,0f304abb-f0fd-4309-9f17-825440bb3fd2
Maternal Inpatient Data,Maternal History :: Co-existing Medical Complications,Maternal History,Co-existing Medical Complications,Thyroid disorders (Mother),Thyroid disorders,,,,Co-existing Medical Complications,0f304abb-f0fd-4309-9f17-825440bb3fd2
Maternal Inpatient Data,Maternal History :: Co-existing Medical Complications,Maternal History,Co-existing Medical Complications,Bleeding disorders,Bleeding disorders,,,,Co-existing Medical Complications,0f304abb-f0fd-4309-9f17-825440bb3fd2
Maternal Inpatient Data,Maternal History :: Co-existing Medical Complications,Maternal History,Co-existing Medical Complications,Others (Specify),Others (Specify),,,,Co-existing Medical Complications,0f304abb-f0fd-4309-9f17-825440bb3fd2
Maternal Inpatient Data,Maternal History :: History of Abortion,Maternal History,History of Abortion,False,No,,,,History of Abortion,93778040-cc5c-4d74-9e44-319483e5be91
Maternal Inpatient Data,Maternal History :: History of Abortion,Maternal History,History of Abortion,True,Yes,,,,History of Abortion,93778040-cc5c-4d74-9e44-319483e5be91
Maternal Inpatient Data,Maternal History :: History of Ectopic Pregnancy,Maternal History,History of Ectopic Pregnancy,True,Yes,,,,History of Ectopic Pregnancy,faa45d9f-6ccb-4612-abbc-d56574b54dc9
Maternal Inpatient Data,Maternal History :: History of Ectopic Pregnancy,Maternal History,History of Ectopic Pregnancy,False,No,,,,History of Ectopic Pregnancy,faa45d9f-6ccb-4612-abbc-d56574b54dc9
Maternal Inpatient Data,Maternal History :: History of GTD,Maternal History,History of GTD,True,Yes,,,,History of GTD,627e5b70-2b95-4c57-883d-5a1018272d99
Maternal Inpatient Data,Maternal History :: History of GTD,Maternal History,History of GTD,False,No,,,,History of GTD,627e5b70-2b95-4c57-883d-5a1018272d99
Maternal Inpatient Data,Maternal History :: LNMP known,Maternal History,LNMP known,Yes,Yes,,,,LNMP known,c62a8a2c-7eb9-4232-bedc-4af8c290391d
Maternal Inpatient Data,Maternal History :: LNMP known,Maternal History,LNMP known,No,No,,,,LNMP known,c62a8a2c-7eb9-4232-bedc-4af8c290391d
Maternal Inpatient Data,Maternal History :: Past obstetric complications,Maternal History,Past obstetric complications,HDP Complication,HDP,,,,Past obstetric complications,d5cb3af8-1a74-459f-b422-61f49ed6e1d6
Maternal Inpatient Data,Maternal History :: Past obstetric complications,Maternal History,Past obstetric complications,GDM Complication,GDM,,,,Past obstetric complications,d5cb3af8-1a74-459f-b422-61f49ed6e1d6
Maternal Inpatient Data,Maternal History :: Past obstetric complications,Maternal History,Past obstetric complications,PROM Complication,PROM,,,,Past obstetric complications,d5cb3af8-1a74-459f-b422-61f49ed6e1d6
Maternal Inpatient Data,Maternal History :: Past obstetric complications,Maternal History,Past obstetric complications,APH Complication,APH,,,,Past obstetric complications,d5cb3af8-1a74-459f-b422-61f49ed6e1d6
Maternal Inpatient Data,Maternal History :: Past obstetric complications,Maternal History,Past obstetric complications,PPH Complication,PPH,,,,Past obstetric complications,d5cb3af8-1a74-459f-b422-61f49ed6e1d6
Maternal Inpatient Data,Maternal History :: Past obstetric complications,Maternal History,Past obstetric complications,Other.,Others (Specify),,,,Past obstetric complications,d5cb3af8-1a74-459f-b422-61f49ed6e1d6
Maternal Inpatient Data,Maternal History :: Provisions at the ANC,Maternal History,Provisions at the ANC,FeFol,FeFol,,,,Provisions at the ANC,ddc48d09-0af4-4810-8870-9cd75d39467d
Maternal Inpatient Data,Maternal History :: Provisions at the ANC,Maternal History,Provisions at the ANC,TD Vaccine,TD Vaccine,,,,Provisions at the ANC,ddc48d09-0af4-4810-8870-9cd75d39467d
Maternal Inpatient Data,Maternal History :: Provisions at the ANC,Maternal History,Provisions at the ANC,Albendazole,Albendazole,,,,Provisions at the ANC,ddc48d09-0af4-4810-8870-9cd75d39467d
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,per os,per os,,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,Intravenous,Intravenous,,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,Intramuscular,Intramuscular,,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,Sublingual,Sublingual,,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,Subcutaneous,Subcutaneous,,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,Per Rectum,per rectum,,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,vaginal route,vaginal route,,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,OD (Right Eye),OD (right eye),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,OU (both eyes),OU (both eyes),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,AD (right ear),AD (right ear),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,AS (left ear),AS (left ear),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,AU (both ear),AU (both ears),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,NGT (Nasogastric tube),NGT (Nasogastric tube),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,IVP (Intravenous push),IVP (Intravenous push),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,IVPB (Intravenous piggyback),IVPB (Intravenous piggyback),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,ID (Intradermal),ID (Intradermal),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,HHN (Hand held nebulizer),HHN (Hand held nebulizer),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,IT (Intrathecal),IT (Intrathecal),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,S & S (Swish and swallow),S&S (Swish and swallow),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,i.a. (Into the lumen of an artery),i.a. (Into the lumen of an artery),,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication Adminstration route,Medication Administration record,Medication Adminstration route,Topical,Topical,,,,Medication Adminstration route,bd8138ce-e940-4395-bccc-79f10e10051c
Maternal Inpatient Data,Medication Administration record :: Medication frequency,Medication Administration record,Medication frequency,BID,BID,,,,Ordered medication frequency,a9873051-fcbd-4ca7-9302-5ea0c977a596
Maternal Inpatient Data,Medication Administration record :: Medication frequency,Medication Administration record,Medication frequency,TID,TID,,,,Ordered medication frequency,a9873051-fcbd-4ca7-9302-5ea0c977a596
Maternal Inpatient Data,Medication Administration record :: Medication frequency,Medication Administration record,Medication frequency,QID,QID,,,,Ordered medication frequency,a9873051-fcbd-4ca7-9302-5ea0c977a596
Maternal Inpatient Data,Medication Administration record :: Medication frequency,Medication Administration record,Medication frequency,Every 6 hours,Q6H,,,,Ordered medication frequency,a9873051-fcbd-4ca7-9302-5ea0c977a596
Maternal Inpatient Data,Medication Administration record :: Medication frequency,Medication Administration record,Medication frequency,AC,AC,,,,Ordered medication frequency,a9873051-fcbd-4ca7-9302-5ea0c977a596
Maternal Inpatient Data,Medication Administration record :: Medication frequency,Medication Administration record,Medication frequency,PC,PC,,,,Ordered medication frequency,a9873051-fcbd-4ca7-9302-5ea0c977a596
Maternal Inpatient Data,Medication Administration record :: Medication frequency,Medication Administration record,Medication frequency,PRN,Prn,,,,Ordered medication frequency,a9873051-fcbd-4ca7-9302-5ea0c977a596
Maternal Inpatient Data,Medication Administration record :: Medication frequency,Medication Administration record,Medication frequency,qD,QD,,,,Ordered medication frequency,a9873051-fcbd-4ca7-9302-5ea0c977a596
Maternal Inpatient Data,Medication Administration record :: Medication frequency,Medication Administration record,Medication frequency,HS,HS,,,,Ordered medication frequency,a9873051-fcbd-4ca7-9302-5ea0c977a596
Maternal Inpatient Data,Medication Administration record :: Medication frequency,Medication Administration record,Medication frequency,Every 4 hours,Q4H,,,,Ordered medication frequency,a9873051-fcbd-4ca7-9302-5ea0c977a596
Maternal Inpatient Data,Medication Administration record :: Medication frequency,Medication Administration record,Medication frequency,Every Hour,QH,,,,Ordered medication frequency,a9873051-fcbd-4ca7-9302-5ea0c977a596
Maternal Inpatient Data,Medication Administration record :: Medication frequency,Medication Administration record,Medication frequency,Every other day,QOD,,,,Ordered medication frequency,a9873051-fcbd-4ca7-9302-5ea0c977a596
Maternal Inpatient Data,MGSO4 follow up :: Drug type mgso4,MGSO4 follow up,Drug type mgso4,LOADING Dose 4gm IV + 10gm IM,LOADING Dose 4gm IV + 10gm IM,,,,Drug type?,eab24c09-112c-4e9b-bea4-62b081048a9e
Maternal Inpatient Data,MGSO4 follow up :: Drug type mgso4,MGSO4 follow up,Drug type mgso4,Maintenance,Maintenance,,,,Drug type?,eab24c09-112c-4e9b-bea4-62b081048a9e
Maternal Inpatient Data,MGSO4 follow up :: Drug type mgso4,MGSO4 follow up,Drug type mgso4,If convulsion Re occur/15min,If convulsion Re occur/15min,,,,Drug type?,eab24c09-112c-4e9b-bea4-62b081048a9e
Maternal Inpatient Data,MGSO4 follow up :: Drug type mgso4,MGSO4 follow up,Drug type mgso4,Maintenance Post delivery,Maintenance Post delivery,,,,Drug type?,eab24c09-112c-4e9b-bea4-62b081048a9e
Maternal Inpatient Data,MGSO4 follow up :: If convulsion Re occur/15min dose mgso4,MGSO4 follow up,If convulsion Re occur/15min dose mgso4,2g,2g,,,,If convulsion Re occur/15min dose,17b1bd57-88a5-4f17-9820-ca83c621f04b
Maternal Inpatient Data,MGSO4 follow up :: Injection Site mgso4,MGSO4 follow up,Injection Site mgso4,Right Leg Thigh,Right Leg Thigh,,,,Injection Site,968ece20-e738-4a3d-8b30-4b07030b29e5
Maternal Inpatient Data,MGSO4 follow up :: Injection Site mgso4,MGSO4 follow up,Injection Site mgso4,Left Leg Thigh,Left Leg Thigh,,,,Injection Site,968ece20-e738-4a3d-8b30-4b07030b29e5
Maternal Inpatient Data,MGSO4 follow up :: Maintenance dose mgso4,MGSO4 follow up,Maintenance dose mgso4,5gm,5gm,,,,Maintenance dose,89c83a62-dd48-40a6-b11b-aefff0783f2b
Maternal Inpatient Data,MGSO4 follow up :: Maintenance dose mgso4,MGSO4 follow up,Maintenance dose mgso4,2.5gm,2.5gm,,,,Maintenance dose,89c83a62-dd48-40a6-b11b-aefff0783f2b
Maternal Inpatient Data,MGSO4 follow up :: Maintenance dose mgso4,MGSO4 follow up,Maintenance dose mgso4,Not Given,Not Given,,,,Maintenance dose,89c83a62-dd48-40a6-b11b-aefff0783f2b
Maternal Inpatient Data,MGSO4 follow up :: Maintenance Post delivery dose mgso4,MGSO4 follow up,Maintenance Post delivery dose mgso4,1st,1st,,,,Maintenance Post delivery dose,7b7209e4-6628-465a-a230-b5a61a32c4c8
Maternal Inpatient Data,MGSO4 follow up :: Maintenance Post delivery dose mgso4,MGSO4 follow up,Maintenance Post delivery dose mgso4,2nd,2nd,,,,Maintenance Post delivery dose,7b7209e4-6628-465a-a230-b5a61a32c4c8
Maternal Inpatient Data,MGSO4 follow up :: Maintenance Post delivery dose mgso4,MGSO4 follow up,Maintenance Post delivery dose mgso4,3rd,3rd,,,,Maintenance Post delivery dose,7b7209e4-6628-465a-a230-b5a61a32c4c8
Maternal Inpatient Data,MGSO4 follow up :: Maintenance Post delivery dose mgso4,MGSO4 follow up,Maintenance Post delivery dose mgso4,4th,4th,,,,Maintenance Post delivery dose,7b7209e4-6628-465a-a230-b5a61a32c4c8
Maternal Inpatient Data,MGSO4 follow up :: Maintenance Post delivery dose mgso4,MGSO4 follow up,Maintenance Post delivery dose mgso4,5th,5th,,,,Maintenance Post delivery dose,7b7209e4-6628-465a-a230-b5a61a32c4c8
Maternal Inpatient Data,MGSO4 follow up :: Maintenance Post delivery dose mgso4,MGSO4 follow up,Maintenance Post delivery dose mgso4,6th,6th,,,,Maintenance Post delivery dose,7b7209e4-6628-465a-a230-b5a61a32c4c8
Maternal Inpatient Data,MGSO4 follow up :: Route given mgso4,MGSO4 follow up,Route given mgso4,Intramuscular,IM,,,,Route given,5a23fe39-9029-4c9c-a905-941879611c25
Maternal Inpatient Data,MGSO4 follow up :: Route given mgso4,MGSO4 follow up,Route given mgso4,Intravenous,IV,,,,Route given,5a23fe39-9029-4c9c-a905-941879611c25
Maternal Inpatient Data,Pain Management :: Modified pain score PM,Pain Management,Modified pain score PM,Mild,Mild: 1-3,,,,Modified Pain Score,1ca76480-006e-4dfc-87e3-cb255e3e5a05
Maternal Inpatient Data,Pain Management :: Modified pain score PM,Pain Management,Modified pain score PM,Severe,Severe: 7-10,,,,Modified Pain Score,1ca76480-006e-4dfc-87e3-cb255e3e5a05
Maternal Inpatient Data,Physical Examination :: CVA tenderness,Physical Examination,CVA tenderness,True,Yes,,,,CVA tenderness,915fd413-0429-497c-8948-6161a4e14fc2
Maternal Inpatient Data,Physical Examination :: CVA tenderness,Physical Examination,CVA tenderness,False,No,,,,CVA tenderness,915fd413-0429-497c-8948-6161a4e14fc2
Maternal Inpatient Data,Physical Examination :: Lie,Physical Examination,Lie,Longitudinal,Longitudinal,,,,Lie,4a621d3f-bf99-4ac2-99ac-433ea7729551
Maternal Inpatient Data,Physical Examination :: Lie,Physical Examination,Lie,Transverse,Transverse,,,,Lie,4a621d3f-bf99-4ac2-99ac-433ea7729551
Maternal Inpatient Data,Physical Examination :: Lie,Physical Examination,Lie,Oblique,Oblique,,,,Lie,4a621d3f-bf99-4ac2-99ac-433ea7729551
Maternal Inpatient Data,Physical Examination :: Meconium,Physical Examination,Meconium,Grade 1 MSAF,Grade 1 MSAF,,,,Meconium Grade,b64ae5dc-905e-4980-85f3-ee1cf7a60bd9
Maternal Inpatient Data,Physical Examination :: Meconium,Physical Examination,Meconium,Grade 2 MSAF,Grade 2 MSAF,,,,Meconium Grade,b64ae5dc-905e-4980-85f3-ee1cf7a60bd9
Maternal Inpatient Data,Physical Examination :: Meconium,Physical Examination,Meconium,Grade 3 MSAF,Grade 3 MSAF,,,,Meconium Grade,b64ae5dc-905e-4980-85f3-ee1cf7a60bd9
Maternal Inpatient Data,Physical Examination :: Membrane Status,Physical Examination,Membrane Status,I,I,,,,Membrane Status,182d13fc-08d4-4c98-88ba-2da679f2bc55
Maternal Inpatient Data,Physical Examination :: Membrane Status,Physical Examination,Membrane Status,R,R,,,,Membrane Status,182d13fc-08d4-4c98-88ba-2da679f2bc55
Maternal Inpatient Data,Physical Examination :: Raptured,Physical Examination,Raptured,Dry,Dry,,,,Raptured,c5d6f4bb-0699-4a60-8043-1ebd47fdd617
Maternal Inpatient Data,Physical Examination :: Raptured,Physical Examination,Raptured,Clear amniotic fluid,Clear amniotic fluid,,,,Raptured,c5d6f4bb-0699-4a60-8043-1ebd47fdd617
Maternal Inpatient Data,Physical Examination :: Raptured,Physical Examination,Raptured,Bloody,Bloody,,,,Raptured,c5d6f4bb-0699-4a60-8043-1ebd47fdd617
Maternal Inpatient Data,Physical Examination :: Raptured,Physical Examination,Raptured,Meconium,Meconium,,,,Raptured,c5d6f4bb-0699-4a60-8043-1ebd47fdd617
Maternal Inpatient Data,Physical Examination :: Twin A Presentation,Physical Examination,Twin A Presentation,Cephalic,Cephalic,,,,Twin A Presentation,7fad2f32-1c2d-490d-9377-89dce3497c52
Maternal Inpatient Data,Physical Examination :: Twin A Presentation,Physical Examination,Twin A Presentation,Transverse lie,Transverse lie,,,,Twin A Presentation,7fad2f32-1c2d-490d-9377-89dce3497c52
Maternal Inpatient Data,Physical Examination :: Twin A Presentation,Physical Examination,Twin A Presentation,Brow,Brow,,,,Twin A Presentation,7fad2f32-1c2d-490d-9377-89dce3497c52
Maternal Inpatient Data,Physical Examination :: Twin A Presentation,Physical Examination,Twin A Presentation,Face,Face,,,,Twin A Presentation,7fad2f32-1c2d-490d-9377-89dce3497c52
Maternal Inpatient Data,Physical Examination :: Twin A Presentation,Physical Examination,Twin A Presentation,Frank breech,Frank breech,,,,Twin A Presentation,7fad2f32-1c2d-490d-9377-89dce3497c52
Maternal Inpatient Data,Physical Examination :: Twin A Presentation,Physical Examination,Twin A Presentation,Complete breech,Complete breech,,,,Twin A Presentation,7fad2f32-1c2d-490d-9377-89dce3497c52
Maternal Inpatient Data,Physical Examination :: Twin A Presentation,Physical Examination,Twin A Presentation,Footling breech,Footling breech,,,,Twin A Presentation,7fad2f32-1c2d-490d-9377-89dce3497c52
Maternal Inpatient Data,Physical Examination :: Twin A Presentation,Physical Examination,Twin A Presentation,Cord,Cord,,,,Twin A Presentation,7fad2f32-1c2d-490d-9377-89dce3497c52
Maternal Inpatient Data,Physical Examination :: Twin A Presentation,Physical Examination,Twin A Presentation,Shoulder,Shoulder,,,,Twin A Presentation,7fad2f32-1c2d-490d-9377-89dce3497c52
Maternal Inpatient Data,Physical Examination :: Twin A Presentation,Physical Examination,Twin A Presentation,Compound,Compound,,,,Twin A Presentation,7fad2f32-1c2d-490d-9377-89dce3497c52
Maternal Inpatient Data,Physical Examination :: Uterine Contractions in 10 min,Physical Examination,Uterine Contractions in 10 min,True,Yes,,,,Uterine Contractions in 10 min,6c55c4c8-0ed6-4d40-abb0-3790e1eb06d2
Maternal Inpatient Data,Physical Examination :: Uterine Contractions in 10 min,Physical Examination,Uterine Contractions in 10 min,False,No,,,,Uterine Contractions in 10 min,6c55c4c8-0ed6-4d40-abb0-3790e1eb06d2
Maternal Inpatient Data,Postpartum care :: HIV Test Result pp,Postpartum care,HIV Test Result pp,ACIF IFS HT NR,Negative,,,,ACIF IFS HIV test Result,b85a57fa-dff0-11eb-ba80-0242ac130004
Maternal Inpatient Data,Postpartum care :: HIV Test Result pp,Postpartum care,HIV Test Result pp,R,Positive,,,,ACIF IFS HIV test Result,b85a57fa-dff0-11eb-ba80-0242ac130004
Maternal Inpatient Data,PROM chart :: Uterine tenderness PROM,PROM chart,Uterine tenderness PROM,Yes,Yes,,,,Uterine tenderness,9c8e896e-1933-4ca7-9754-85d67342b756
Maternal Inpatient Data,PROM chart :: Uterine tenderness PROM,PROM chart,Uterine tenderness PROM,No,No,,,,Uterine tenderness,9c8e896e-1933-4ca7-9754-85d67342b756
Maternal Inpatient Data,Stillbirth Evaluation :: Adherent Clot,Stillbirth Evaluation,Adherent Clot,True,Yes,,,,Adherent Clot,ff1d939f-219e-46fb-a4fe-d872f27fe925
Maternal Inpatient Data,Stillbirth Evaluation :: Adherent Clot,Stillbirth Evaluation,Adherent Clot,False,No,,,,Adherent Clot,ff1d939f-219e-46fb-a4fe-d872f27fe925
Maternal Inpatient Data,Stillbirth Evaluation :: Cord Around Body,Stillbirth Evaluation,Cord Around Body,True,Yes,,,,Cord Around Body,5ace65da-0d45-4e10-bc2d-a3f1bc1f75b7
Maternal Inpatient Data,Stillbirth Evaluation :: Cord Around Body,Stillbirth Evaluation,Cord Around Body,False,No,,,,Cord Around Body,5ace65da-0d45-4e10-bc2d-a3f1bc1f75b7
Maternal Inpatient Data,Stillbirth Evaluation :: cord insertion central,Stillbirth Evaluation,cord insertion central,True,Yes,,,,cord insertion central,4edf0014-dea1-4a7e-93c5-1b0c3df477b9
Maternal Inpatient Data,Stillbirth Evaluation :: cord insertion central,Stillbirth Evaluation,cord insertion central,False,No,,,,cord insertion central,4edf0014-dea1-4a7e-93c5-1b0c3df477b9
Maternal Inpatient Data,Stillbirth Evaluation :: Knots Present,Stillbirth Evaluation,Knots Present,True,Yes,,,,Knots Present,327d7aac-c023-407c-81b2-f08fba0d251e
Maternal Inpatient Data,Stillbirth Evaluation :: Knots Present,Stillbirth Evaluation,Knots Present,False,No,,,,Knots Present,327d7aac-c023-407c-81b2-f08fba0d251e
Maternal Inpatient Data,Stillbirth Evaluation :: Mode of stillbirth delivery,Stillbirth Evaluation,Mode of stillbirth delivery,Vaginal Delivery (VD),Vaginal Delivery (VD),,,,Mode of stillbirth delivery,5bc4d0aa-f524-4d2a-a079-c1b3fc91afbb
Maternal Inpatient Data,Stillbirth Evaluation :: Mode of stillbirth delivery,Stillbirth Evaluation,Mode of stillbirth delivery,Cesarean Delivery (CD),Cesarean Delivery (CD),,,,Mode of stillbirth delivery,5bc4d0aa-f524-4d2a-a079-c1b3fc91afbb
